bid	speaker	start	end	category	text	respondee_uid	respondee_sid	respondee_wid
33	AH0002	388.45	388.778	CONTINUER	음.	[23]	[91]	[12]
34	AH0002	392.623	392.968	CONTINUER	음.	[23]	[92]	[9]
35	AH0002	396.178	396.592	AFFIRMATIVE	그러네요.	[23]	[92]	[16]
36	AH0002	406.316	406.769	CONTINUER	네.	[23]	[94]	[6]
37	AH0002	410.014	410.289	CONTINUER	음.	[23]	[95]	[10]
38	AH0002	424.069	424.519	CONTINUER	네.	[23]	[99]	[10]
39	AH0002	429.915	430.22	CONTINUER	음.	[23]	[101]	[3]
40	AH0002	437.016	437.316	CONTINUER	네.	[23]	[101]	[16]
41	AH0001	446.112	446.497	CONTINUER	으흠.	[24]	[105]	[4]
42	AH0001	451.438	451.648	CONTINUER	예.	[24]	[106]	[8]
43	AH0001	478.619	478.92	CONTINUER	음.	[26]	[115]	[7]
44	AH0001	486.727	486.947	CONTINUER	네.	[26]	[117]	[12]
45	AH0001	496.355	497.234	UNDERSTANDING	아. 네.	[26]	[119]	[8]
46	AH0002	508.157	508.523	AFFIRMATIVE	그렇죠.	[27]	[121]	[16]
47	AH0001	537.717	537.887	CONTINUER	네.	[30]	[128]	[12]
48	AH0001	538.83	539.304	CONTINUER	아	[30]	[128]	[13]
49	AH0001	549.111	549.593	CONTINUER	네.	[30]	[131]	[9]
50	AH0001	557.032	557.267	CONTINUER	으흠.	[30]	[133]	[3]
51	AH0001	558.818	558.988	CONTINUER	네.	[30]	[133]	[7]
52	AH0002	582.455	582.945	AFFIRMATIVE	그렇겠죠.	[31]	[138]	[17]
53	AH0002	594.549	594.744	CONTINUER	음.	[33]	[142]	[13]
54	AH0001	671.223	671.497	CONTINUER	네.	[38]	[161]	[6]
55	AH0001	677.645	677.994	CONTINUER	네.	[38]	[162]	[11]
56	AH0001	687.263	687.487	CONTINUER	네.	[38]	[163]	[13]
57	AH0002	703.703	703.973	CONTINUER	네.	[39]	[166]	[2]
58	AH0002	710.731	711.705	CONTINUER	네.	[39]	[167]	[15]
59	AH0001	731.145	731.474	CONTINUER	예.	[40]	[171]	[11]
60	AH0001	750.948	751.129	CONTINUER	네.	[40]	[176]	[7]
61	AH0001	756.898	757.343	CONTINUER	예.	[40]	[177]	[11]
62	AH0001	766.001	766.126	CONTINUER	음.	[40]	[179]	[1]
63	AH0001	769.625	770.051	CONTINUER	그래요.	[40]	[179]	[8]
64	AH0002	783.575	783.945	CONTINUER	네 네.	[41]	[181]	[12]
65	AH0002	791.685	792.18	CONTINUER	음.	[41]	[182]	[13]
66	AH0001	815.835	816.039	CONTINUER	네.	[44]	[187]	[5]
67	AH0001	846.195	846.63	CONTINUER	예.	[48]	[195]	[9]
68	AH0001	867.468	867.848	CONTINUER	네.	[48]	[197]	[17]
69	AH0001	872.299	872.57	CONTINUER	네.	[48]	[198]	[8]
70	AH0001	875.65	875.845	CONTINUER	음.	[48]	[199]	[9]
71	AH0002	891.572	892.223	AFFIRMATIVE	그렇죠.	[49]	[202]	[12]
72	AH0002	899.515	899.679	CONTINUER	네.	[49]	[204]	[7]
73	AH0002	904.533	905.078	CONTINUER	네.	[49]	[205]	[9]
74	AH0002	913.396	913.791	CONTINUER	음.	[51]	[208]	[11]
75	AH0002	915.291	915.828	CONTINUER	네 네.	[51]	[208]	[15]
76	AH0002	918.604	919.044	CONTINUER	네 네.	[51]	[209]	[7]
77	AH0001	927.067	927.231	CONTINUER	예.	[52]	[211]	[10]
78	AH0001	944.296	944.556	CONTINUER	네.	[52]	[214]	[8]
79	AH0001	952.549	952.854	AFFIRMATIVE	그래요.	[52]	[216]	[6]
80	AH0001	956.783	957.098	CONTINUER	네.	[52]	[217]	[10]
81	AH0001	966.598	966.958	CONTINUER	네.	[52]	[218]	[19]
82	AH0001	974.736	975.065	CONTINUER	네.	[52]	[219]	[15]
83	AH0001	990.054	990.32	CONTINUER	네.	[52]	[221]	[13]
84	AH0001	995.053	995.193	CONTINUER	음.	[52]	[222]	[11]
85	AH0001	996.463	996.692	CONTINUER	네.	[52]	[222]	[14]
86	AH0002	1015.578	1015.997	CONTINUER	네 네.	[53]	[225]	[18]
87	AH0002	1021.687	1022.118	CONTINUER	네 네.	[53]	[226]	[10]
88	AH0002	1025.989	1026.542	AFFIRMATIVE	그렇습니다.	[53]	[227]	[7]
89	AH0002	1034.185	1034.5	CONTINUER	음	[53]	[228]	[12]
90	AH0002	1049.79	1050.215	CONTINUER	음.	[55]	[232]	[11]
91	AH0001	1082.47	1082.745	CONTINUER	네.	[56]	[240]	[1]
92	AH0001	1097.969	1098.438	CONTINUER	네.	[56]	[241]	[20]
93	AH0002	1124.076	1124.681	CONTINUER	음. 네.	[57]	[244]	[22]
94	AH0002	1134.868	1135.248	CONTINUER	네.	[57]	[247]	[12]
95	AH0001	1152.578	1152.844	CONTINUER	네.	[58]	[250]	[15]
